Information and diagnostics 
=========================== 
Total iter:                       10 
Thin:                             1 
Num chains:                       3 
Max Rhat:                         Inf 
Min n.eff:                        0 


Model summary 
============= 
                        mean           sd          2.5%          50%        97.5%   Rhat n.eff
mean.R[3, 4]     0.163421375 8.162572e-02  0.0461839378  0.125716950  0.308660697   1.57    39
mean.R[4, 4]     0.285104998 7.440651e-02  0.1757003039  0.267922978  0.427988178   1.72    15
mean.R[5, 4]     0.073365106 6.442652e-02  0.0238820235  0.045679711  0.226230991   2.48    23
mean.R[1, 5]     0.005678892 3.570838e-03  0.0022339038  0.004702983  0.013736104   1.42    23
mean.R[2, 5]     0.367672773 2.660113e-01  0.0025361349  0.236469785  0.833526729   4.70    22
mean.R[3, 5]     0.311879451 1.314917e-01  0.1156777573  0.319904900  0.623857421   3.33    15
mean.R[4, 5]     0.262145754 9.702584e-02  0.1138594269  0.280484086  0.388100047   1.02    30
mean.R[5, 5]     0.064052027 4.206395e-02  0.0194919249  0.055109620  0.164607122   1.73    36
mean.R[1, 6]     0.004165869 2.599008e-03  0.0012715828  0.003600477  0.009455749   1.39    23
mean.R[2, 6]     0.351189350 2.563810e-01  0.0027349557  0.267106839  0.853718549   3.29    30
mean.R[3, 6]     0.210250445 1.448176e-01  0.0786203302  0.150016985  0.553876142   1.89    23
mean.R[4, 6]     0.170275792 5.215043e-02  0.0891515141  0.184554499  0.256214515   1.00    26
mean.R[5, 6]     0.088569485 6.753242e-02  0.0204314620  0.063774539  0.220798213   4.66    15
mean.R[1, 7]     0.006204033 9.580754e-03  0.0024394471  0.003946395  0.021967008   1.33    22
mean.R[2, 7]     0.341409524 1.701665e-01  0.0018281811  0.316046734  0.640948194   3.82    18
mean.R[3, 7]     0.160018198 1.008917e-01  0.0460364681  0.117809185  0.365919973   2.64    22
mean.R[4, 7]     0.291195137 1.211581e-01  0.1721916973  0.270300975  0.565733035   1.24    22
mean.R[5, 7]     0.078983761 7.244756e-02  0.0151065461  0.051597860  0.219870671   2.12    10
mean.R[1, 8]     0.007284038 1.074033e-02  0.0013785041  0.004722933  0.026722679   1.50    22
mean.R[2, 8]     0.319142262 2.570521e-01  0.0033096068  0.183103428  0.776709319   3.96    22
mean.R[3, 8]     0.279391705 1.580716e-01  0.0938903845  0.238877003  0.610795467   1.73    15
mean.R[4, 8]     0.252618503 9.757699e-02  0.1136214953  0.245997677  0.435579210   2.68    16
mean.R[5, 8]     0.074379045 4.207958e-02  0.0238078940  0.065343923  0.150596537   1.56    30
mean.R[1, 9]     0.006278119 1.388973e-02  0.0013481355  0.003433881  0.027020477   1.30    30
mean.R[2, 9]     0.304050870 2.412106e-01  0.0022822657  0.176779707  0.743473140   8.64    22
mean.R[3, 9]     0.238925491 1.074014e-01  0.1195711355  0.229881885  0.441841833   1.36    22
mean.R[4, 9]     0.275518376 8.650171e-02  0.1633414120  0.270472644  0.451098930   1.91    23
mean.R[5, 9]     0.052486036 3.490282e-02  0.0174678617  0.034759932  0.125451879   2.67    22
mean.R[1, 10]    0.005179857 5.963558e-03  0.0018542592  0.003953939  0.015183983   1.29    30
mean.R[2, 10]    0.323811180 1.884665e-01  0.0025473172  0.284540107  0.683488013   2.81    31
mean.R[3, 10]    0.232371408 1.422465e-01  0.0987454797  0.150969683  0.555427979   2.16    21
mean.R[4, 10]    0.311091861 1.035566e-01  0.1144495524  0.293146514  0.477873600   2.59    22
mean.R[5, 10]    0.056486289 3.756551e-02  0.0084777586  0.042059239  0.108754593   2.02    15
mean.R[1, 11]    0.005007904 8.520789e-03  0.0011600221  0.003463723  0.023112770   1.23    22
mean.R[2, 11]    0.253148961 1.336681e-01  0.0062668283  0.213362609  0.513445245   2.43    19
mean.R[3, 11]    0.237448573 1.966292e-01  0.0922653597  0.128615401  0.723575927   2.50    50
mean.R[4, 11]    0.281500310 1.075286e-01  0.1150628746  0.259917294  0.507580960   1.97    22
mean.R[5, 11]    0.081959640 4.960816e-02  0.0245994657  0.078765852  0.197726047   1.19    24
mean.R[1, 12]    0.004706312 2.079044e-03  0.0020422080  0.004745101  0.008313424   1.27    23
mean.R[2, 12]    0.307483528 2.533350e-01  0.0018703282  0.258756586  0.860299815   2.39    15
mean.R[3, 12]    0.185170021 9.814548e-02  0.0781070920  0.150427611  0.385304410   1.73    15
mean.R[4, 12]    0.247085261 9.226793e-02  0.0948273942  0.229042324  0.449572760   2.41    22
mean.R[5, 12]    0.055632717 4.157222e-02  0.0165688264  0.047741288  0.132084869   1.89    30
mean.R[1, 13]    0.004223056 2.003033e-03  0.0017405944  0.003793852  0.009580778   1.03    30
mean.R[2, 13]    0.405153835 2.520247e-01  0.0055338173  0.294004333  0.814933450  10.08    30
mean.R[3, 13]    0.196850779 9.564974e-02  0.0637024936  0.155502437  0.369906185   1.44    22
mean.R[4, 13]    0.308088279 1.930526e-01  0.0879838335  0.210527325  0.696762756   3.78    25
mean.R[5, 13]    0.139255100 9.314983e-02  0.0284423088  0.102703882  0.313901738   3.35    14
mean.R[1, 14]    0.004006428 2.260122e-03  0.0017139015  0.003902605  0.009687336   1.17   144
mean.R[2, 14]    0.362147041 2.339925e-01  0.0104051290  0.288850344  0.731131252   4.72    34
mean.R[3, 14]    0.258412017 1.863369e-01  0.1020471169  0.158700303  0.724786239   2.56    22
mean.R[4, 14]    0.311151151 1.066079e-01  0.1640516530  0.316349876  0.511779340   1.57    34
mean.R[5, 14]    0.067850248 4.978426e-02  0.0247266623  0.041398279  0.153936214   1.67    19
mean.R[1, 15]    0.007563476 7.749002e-03  0.0013596000  0.004509207  0.023846270   1.92    36
mean.R[2, 15]    0.371971238 2.275219e-01  0.0054325576  0.315780286  0.742049381   8.06    22
mean.R[3, 15]    0.228568827 1.106023e-01  0.0958147608  0.198421667  0.493265876   2.32    22
mean.R[4, 15]    0.267455326 9.226035e-02  0.1412192558  0.259756773  0.455637513   1.34    22
mean.R[5, 15]    0.077784545 6.610928e-02  0.0130611367  0.043197178  0.233574213   2.38    15
mean.R[1, 16]    0.003529834 5.290122e-03  0.0005426313  0.002618023  0.012027943   1.42    24
mean.R[2, 16]    0.377428059 2.127681e-01  0.0053643431  0.277380240  0.775088014   4.47    23
mean.R[3, 16]    0.205169808 1.489067e-01  0.0391870766  0.161721687  0.588541492   1.52    17
mean.R[4, 16]    0.306600020 8.736357e-02  0.1853617465  0.272660011  0.462301786   1.87    15
mean.R[5, 16]    0.058890367 3.638837e-02  0.0163889860  0.053552745  0.121104785   1.96    19
mean.phi[1, 1]   0.726408485 2.357994e-01  0.2401167116  0.840684715  0.975461368   1.27    16
mean.phi[2, 1]   0.890079919 1.233302e-01  0.6161274394  0.955655435  0.994355837   2.48     6
mean.phi[3, 1]   0.760677302 2.458341e-01  0.2659362485  0.839135586  0.986190881   1.89    17
mean.phi[4, 1]   0.812988234 1.143363e-01  0.5925294985  0.824783888  0.957358693   1.48    21
mean.phi[5, 1]   0.811576893 1.639534e-01  0.3591065044  0.865714103  0.965469881   1.75    22
mean.phi[1, 2]   0.735410737 2.789799e-01  0.1800394062  0.817000006  0.985947711   2.00    15
mean.phi[2, 2]   0.816602795 1.075840e-01  0.6908961163  0.828668995  0.978013973   2.46    21
mean.phi[3, 2]   0.542630228 3.039813e-01  0.0517171483  0.513993862  0.967020227   4.97    30
mean.phi[4, 2]   0.627908029 2.012109e-01  0.3217582432  0.584438234  0.958499135   2.02    23
mean.phi[5, 2]   0.566449890 1.717651e-01  0.1834167786  0.625944412  0.764776784   1.08    15
mean.phi[1, 3]   0.756154385 2.252221e-01  0.2711777552  0.808283544  0.973814437   1.31     7
mean.phi[2, 3]   0.927243508 5.004899e-02  0.8114275897  0.944391897  0.975064607   1.00    16
mean.phi[3, 3]   0.509253887 3.283073e-01  0.0479439396  0.476956904  0.940061035   3.48    16
mean.phi[4, 3]   0.561088359 2.511747e-01  0.1345529952  0.523117222  0.942489682   1.62    16
mean.phi[5, 3]   0.619369318 2.074411e-01  0.1466679830  0.690292928  0.902144404   1.38    11
mean.phi[1, 4]   0.771197590 2.186475e-01  0.2830173532  0.865910611  0.979418228   1.70    15
mean.phi[2, 4]   0.887965994 6.660231e-02  0.7828817842  0.928786026  0.963350819   1.14     6
mean.phi[3, 4]   0.530136367 2.682650e-01  0.1271019176  0.563828409  0.924534070   1.48    14
mean.phi[4, 4]   0.536786071 2.228315e-01  0.2097990316  0.498019208  0.864023439   1.08     7
mean.phi[5, 4]   0.619746040 1.727718e-01  0.2345669587  0.659383383  0.824473758   1.23    16
mean.phi[1, 5]   0.815260989 2.122024e-01  0.2395384288  0.906115575  0.983117019   1.44    15
mean.phi[2, 5]   0.849082163 9.834830e-02  0.6092360681  0.822184589  0.983918441   3.29    22
mean.phi[3, 5]   0.607041987 2.449165e-01  0.2265341112  0.557382725  0.942266326   2.26     8
mean.phi[4, 5]   0.854437414 1.195068e-01  0.5839661023  0.918679205  0.982924847   1.13    14
mean.phi[5, 5]   0.664239384 2.047744e-01  0.2796728565  0.718269237  0.907621494   1.62    14
mean.phi[1, 6]   0.803561849 2.232477e-01  0.1966057996  0.918363040  0.985287890   1.10     6
mean.phi[2, 6]   0.878226329 1.015153e-01  0.6061352161  0.877525902  0.995526904   3.02    17
mean.phi[3, 6]   0.823981687 2.020980e-01  0.3272847453  0.895219845  0.996940844   2.49    16
mean.phi[4, 6]   0.554598151 9.765886e-02  0.4082756932  0.565892165  0.691889005   1.35    26
mean.phi[5, 6]   0.280472202 1.347958e-01  0.0803276938  0.303199165  0.515498373   1.54    30
mean.phi[1, 7]   0.690078648 2.435558e-01  0.2110435705  0.814643226  0.939394438   2.18    22
mean.phi[2, 7]   0.845931102 8.721636e-02  0.6671184684  0.866528173  0.961127593   1.02    16
mean.phi[3, 7]   0.826405270 2.187531e-01  0.3512500884  0.930388192  0.992235732   1.80    22
mean.phi[4, 7]   0.846493251 1.202056e-01  0.5819287428  0.901476034  0.962689894   2.84     9
mean.phi[5, 7]   0.638453482 2.737931e-01  0.1803899906  0.689962645  0.952458254   1.65    22
mean.phi[1, 8]   0.770285985 1.832464e-01  0.3251430342  0.776902331  0.976483830   3.17    22
mean.phi[2, 8]   0.903054220 6.939366e-02  0.7655537382  0.931743873  0.971270957   1.52    14
mean.phi[3, 8]   0.742364567 2.562696e-01  0.2257149971  0.873549682  0.965721118   2.37    14
mean.phi[4, 8]   0.738290018 1.013635e-01  0.5482279448  0.757594554  0.889031734   1.01    23
mean.phi[5, 8]   0.494697594 2.017342e-01  0.1918721976  0.488084498  0.801322130   2.01    18
mean.phi[1, 9]   0.794194133 2.682368e-01  0.2508948617  0.964515628  0.996900900   1.16     7
mean.phi[2, 9]   0.892494991 8.378131e-02  0.7134077793  0.932888287  0.970272624   3.81    30
mean.phi[3, 9]   0.669801768 2.320362e-01  0.2307143698  0.758346701  0.918306079   1.84     8
mean.phi[4, 9]   0.797323983 8.338124e-02  0.5808614907  0.805938925  0.915764120   1.00    23
mean.phi[5, 9]   0.473596038 1.822488e-01  0.2125040507  0.500029015  0.770802185   4.66    43
mean.phi[1, 10]  0.811829136 2.039556e-01  0.2315676223  0.872547497  0.979646635   1.25    14
mean.phi[2, 10]  0.943938763 6.307778e-02  0.8082997974  0.971490867  0.996479514   1.48    22
mean.phi[3, 10]  0.630188350 2.786690e-01  0.2017167912  0.721583358  0.968998768   3.63    15
mean.phi[4, 10]  0.777930843 1.110766e-01  0.5852937630  0.801263141  0.938227876   2.09    16
mean.phi[5, 10]  0.696671714 2.187267e-01  0.2147201528  0.770139400  0.984898282  10.10    21
mean.phi[1, 11]  0.815547015 2.309680e-01  0.2394617425  0.905156236  0.989583097   1.63     7
mean.phi[2, 11]  0.900208740 5.698213e-02  0.7581316194  0.901920673  0.967959314   4.20    16
mean.phi[3, 11]  0.731819270 2.496604e-01  0.2238591993  0.832725521  0.962280376   1.13     8
mean.phi[4, 11]  0.872978099 1.373378e-01  0.5293823518  0.938439825  0.990849515   1.87    15
mean.phi[5, 11]  0.799505518 2.213056e-01  0.1562666916  0.892681276  0.972242923   1.33    14
mean.phi[1, 12]  0.809073580 2.563063e-01  0.2341178260  0.949328442  0.996229798   1.61     6
mean.phi[2, 12]  0.902745357 6.265728e-02  0.6998615094  0.920099518  0.969152172   1.14    22
mean.phi[3, 12]  0.784535658 2.633157e-01  0.1728927139  0.894336001  0.984986149   2.03    17
mean.phi[4, 12]  0.680440795 1.332209e-01  0.5138277281  0.642133930  0.917463672   2.07    23
mean.phi[5, 12]  0.791191163 1.477431e-01  0.3879765297  0.840030978  0.961833121   1.37     7
mean.phi[1, 13]  0.794619843 1.938891e-01  0.2606874094  0.859916270  0.991466282   1.69     7
mean.phi[2, 13]  0.895576767 8.857870e-02  0.6651321988  0.924639271  0.987077786   1.97    14
mean.phi[3, 13]  0.754475376 2.564690e-01  0.2138884183  0.834477932  0.997288549   2.77    15
mean.phi[4, 13]  0.790339805 1.316677e-01  0.5580269016  0.840904116  0.956979851   1.12    11
mean.phi[5, 13]  0.761306774 2.047544e-01  0.3137133354  0.827627553  0.962631042   1.38    14
mean.phi[1, 14]  0.849351118 1.456062e-01  0.5074263430  0.886782520  0.989105283   1.29     9
mean.phi[2, 14]  0.815618189 1.405708e-01  0.5795766544  0.859442251  0.969832756  11.58     7
