Information and diagnostics 
=========================== 
Total iter:                       10000 
Thin:                             1 
Num chains:                       3 
Max Rhat:                         1.04 
Min n.eff:                        0 


Model summary 
============= 
                       mean         sd          2.5%          50%       97.5% Rhat n.eff
betaD.R[1]      -0.65048827 0.51762800 -1.6826321161 -0.646969027  0.33377274 1.01   946
veg[4]           1.65100000 0.00000000  1.6510000000  1.651000000  1.65100000  NaN     0
veg[5]          -0.54900000 0.00000000 -0.5490000000 -0.549000000 -0.54900000  NaN     0
veg[6]          -0.44700000 0.00000000 -0.4470000000 -0.447000000 -0.44700000  NaN     0
veg[7]          -0.95300000 0.00000000 -0.9530000000 -0.953000000 -0.95300000  NaN     0
veg[8]          -0.51800000 0.00000000 -0.5180000000 -0.518000000 -0.51800000  NaN     0
veg[9]          -0.53700000 0.00000000 -0.5370000000 -0.537000000 -0.53700000  NaN     0
veg[10]         -0.66400000 0.00000000 -0.6640000000 -0.664000000 -0.66400000  NaN     0
veg[11]         -0.50900000 0.00000000 -0.5090000000 -0.509000000 -0.50900000  NaN     0
veg[12]         -0.37700000 0.00000000 -0.3770000000 -0.377000000 -0.37700000  NaN     0
veg[13]          0.07500000 0.00000000  0.0750000000  0.075000000  0.07500000  NaN     0
veg[14]         -0.24300000 0.00000000 -0.2430000000 -0.243000000 -0.24300000  NaN     0
veg[15]         -0.51000000 0.00000000 -0.5100000000 -0.510000000 -0.51000000  NaN     0
veg[16]         -0.39400000 0.00000000 -0.3940000000 -0.394000000 -0.39400000  NaN     0
veg[17]          0.29716407 0.62461726 -0.8907026310  0.282784040  1.61637568 1.00  1994
