Information and diagnostics 
=========================== 
Total iter:                       10000 
Thin:                             1 
Num chains:                       3 
Max Rhat:                         1.14 
Min n.eff:                        0 


Model summary 
============= 
                        mean          sd         2.5%           50%       97.5% Rhat n.eff
betaVR.R[1]      0.535593091 0.720803227 -0.862674914  5.204962e-01  1.96702089 1.00  1445
mean.phi[2, 17]  0.896259051 0.039843699  0.804753832  9.010547e-01  0.95984671 1.00  7224
mean.phi[3, 17]  0.945847365 0.032297563  0.867853276  9.519389e-01  0.98947701 1.00  5016
mean.phi[4, 17]  0.768219997 0.091072238  0.564539902  7.771840e-01  0.91883991 1.00  6949
mu.R[1]          0.228846173 0.101945940  0.072798523  2.151635e-01  0.46619547 1.00  1530
mu.R[2]          0.189391100 0.081291348  0.060619352  1.784128e-01  0.37381412 1.00  2226
mu.R[3]          0.205520116 0.077137536  0.079346139  1.967801e-01  0.37685462 1.00  2710
mu.R[4]          0.095572453 0.041536449  0.033406665  8.915042e-02  0.19375790 1.00  2303
mu.p             0.990721049 0.002846936  0.984284402  9.910133e-01  0.99538779 1.00  5156
mu.phi[1]        0.878952914 0.024683260  0.826670259  8.808000e-01  0.92280060 1.00  1755
mu.phi[2]        0.930789857 0.015440925  0.896496498  9.321593e-01  0.95721484 1.00  1877
mu.phi[3]        0.902883719 0.022220838  0.855741110  9.045067e-01  0.94178045 1.01  2117
mu.phi[4]        0.669012039 0.043582233  0.578242861  6.701961e-01  0.75068192 1.00  2204
sigma.R          1.220522491 0.573223763  0.252647328  1.171522e+00  2.50800304 1.09   342
sigma.p          0.110549300 0.102496851  0.006991150  7.992021e-02  0.40275922 1.14    94
sigma.phi        0.688018683 0.145171928  0.419884574  6.820258e-01  0.99162226 1.00   591
vegr[1]          0.310078233 1.033479032 -1.752037335  3.219397e-01  2.30599555 1.00  2792
vegr[2]          0.159000000 0.000000000  0.159000000  1.590000e-01  0.15900000  NaN     0
vegr[3]          0.195000000 0.000000000  0.195000000  1.950000e-01  0.19500000  NaN     0
vegr[4]          0.662000000 0.000000000  0.662000000  6.620000e-01  0.66200000  NaN     0
vegr[5]         -1.872000000 0.000000000 -1.872000000 -1.872000e+00 -1.87200000  NaN     0
vegr[6]         -1.612000000 0.000000000 -1.612000000 -1.612000e+00 -1.61200000  NaN     0
vegr[7]         -1.795000000 0.000000000 -1.795000000 -1.795000e+00 -1.79500000  NaN     0
vegr[8]         -0.145000000 0.000000000 -0.145000000 -1.450000e-01 -0.14500000  NaN     0
vegr[9]          0.081000000 0.000000000  0.081000000  8.100000e-02  0.08100000  NaN     0
vegr[10]        -0.360000000 0.000000000 -0.360000000 -3.600000e-01 -0.36000000  NaN     0
vegr[11]         1.085000000 0.000000000  1.085000000  1.085000e+00  1.08500000  NaN     0
vegr[12]         1.027000000 0.000000000  1.027000000  1.027000e+00  1.02700000  NaN     0
vegr[13]         0.867000000 0.000000000  0.867000000  8.670000e-01  0.86700000  NaN     0
vegr[14]         0.765000000 0.000000000  0.765000000  7.650000e-01  0.76500000  NaN     0
vegr[15]         0.516000000 0.000000000  0.516000000  5.160000e-01  0.51600000  NaN     0
vegr[16]         0.427000000 0.000000000  0.427000000  4.270000e-01  0.42700000  NaN     0
vegr[17]         0.458218584 0.926974884 -1.413962707  4.711111e-01  2.27924181 1.00  2071
