Information and diagnostics 
=========================== 
Total iter:                       10000 
Thin:                             1 
Num chains:                       3 
Max Rhat:                         1.27 
Min n.eff:                        0 


Model summary 
============= 
                       mean         sd          2.5%          50%       97.5% Rhat n.eff
mean.phi[1, 2]   0.67389225 0.07856297  0.5089109827  0.678431868  0.81475257 1.00  7942
mean.phi[2, 2]   0.83729098 0.08661561  0.6300283515  0.853069436  0.96126359 1.00  5857
mean.phi[3, 2]   0.66541168 0.14335263  0.3499138409  0.680942456  0.89777871 1.00  5377
mean.phi[4, 2]   0.87051354 0.10962263  0.5723989285  0.903034466  0.98706235 1.00  3830
mean.phi[5, 2]   0.52359919 0.21082826  0.1317757551  0.527584920  0.89406124 1.00  4453
mean.phi[6, 2]   0.17634923 0.11993361  0.0237579240  0.148293238  0.47909239 1.00  6524
mean.phi[1, 3]   0.59255733 0.08809051  0.4133948970  0.593897388  0.75903730 1.00  8877
mean.phi[2, 3]   0.83893475 0.06448911  0.6954313790  0.846245967  0.94188091 1.00  7902
mean.phi[3, 3]   0.68074171 0.12264797  0.4168743001  0.690461235  0.88888544 1.00  7333
mean.phi[4, 3]   0.86640116 0.07953001  0.6711948584  0.881661391  0.97437058 1.00  5074
mean.phi[5, 3]   0.61452125 0.18949984  0.2227767996  0.631497454  0.92366788 1.00  5139
mean.phi[6, 3]   0.23705305 0.13433786  0.0435632715  0.213286182  0.54687753 1.00  7996
mean.phi[1, 4]   0.30920274 0.10328439  0.1260555700  0.302585746  0.52514386 1.00  3467
mean.phi[2, 4]   0.66650488 0.09845686  0.4577540271  0.672757872  0.84020157 1.00  7655
mean.phi[3, 4]   0.79291315 0.07402942  0.6288889176  0.800919148  0.91468161 1.00  9397
mean.phi[4, 4]   0.91486811 0.05023437  0.7906576588  0.925125327  0.98233848 1.00  6354
mean.phi[5, 4]   0.68895144 0.14903120  0.3598769529  0.706185845  0.92627678 1.00  6095
mean.phi[6, 4]   0.19176747 0.12235113  0.0288534989  0.166406678  0.48911390 1.00  5931
mean.phi[1, 5]   0.46572910 0.08624991  0.2981066811  0.465110227  0.63496214 1.00  7288
mean.phi[2, 5]   0.69793583 0.14006548  0.3847185559  0.715846428  0.91686425 1.00  6681
mean.phi[3, 5]   0.87930257 0.06542423  0.7222668853  0.891100069  0.97093275 1.00  7048
mean.phi[4, 5]   0.80078185 0.05764741  0.6742607807  0.805860875  0.89947722 1.00  7517
mean.phi[5, 5]   0.72892783 0.13029692  0.4354358038  0.746990152  0.93042083 1.00  6965
mean.phi[6, 5]   0.65435096 0.15715011  0.3052087959  0.674141970  0.90120161 1.00  6554
mean.phi[1, 6]   0.24092813 0.10722226  0.0668591800  0.228902604  0.48012674 1.00  3151
mean.phi[2, 6]   0.75280810 0.09315468  0.5453847699  0.762375112  0.90517499 1.00  6969
mean.phi[3, 6]   0.84388014 0.10337715  0.5772836678  0.867689716  0.97375918 1.00  6210
mean.phi[4, 6]   0.81921774 0.05243003  0.7042608152  0.823504018  0.90709858 1.00  7532
mean.phi[5, 6]   0.51248886 0.16652043  0.1842972785  0.518856093  0.81423990 1.00  3920
mean.phi[6, 6]   0.63210035 0.15958260  0.2872106008  0.647972180  0.89321495 1.00  6597
mean.phi[1, 7]   0.15271881 0.05898612  0.0582045212  0.145363943  0.28297884 1.00  2814
mean.phi[2, 7]   0.69697083 0.16918522  0.3007977796  0.725215776  0.94197076 1.00  5266
mean.phi[3, 7]   0.90812472 0.06093825  0.7545187815  0.922244950  0.98434692 1.00  5396
mean.phi[4, 7]   0.77267622 0.06550869  0.6294558995  0.777938533  0.88396447 1.00  7897
mean.phi[5, 7]   0.84489567 0.09141908  0.6225737716  0.862846039  0.96919084 1.00  6084
mean.phi[6, 7]   0.77438416 0.13974509  0.4263179963  0.803052901  0.95958690 1.00  6154
mean.phi[1, 8]   0.36759008 0.15222505  0.1045918285  0.359593726  0.67873107 1.00  4355
mean.phi[2, 8]   0.68365924 0.14936142  0.3401981230  0.704499466  0.91344038 1.00  5667
mean.phi[3, 8]   0.82533853 0.12221122  0.5040935158  0.854954435  0.97300777 1.00  5866
mean.phi[4, 8]   0.86497090 0.05051072  0.7504766931  0.870991076  0.94548518 1.00  7014
mean.phi[5, 8]   0.80596827 0.09312219  0.5915241722  0.820044093  0.94575383 1.00  7022
mean.phi[6, 8]   0.60187676 0.17369634  0.2351658744  0.618690045  0.88315853 1.00  6206
mean.phi[1, 9]   0.51461292 0.07199253  0.3751633477  0.514388103  0.65553682 1.00  7666
mean.phi[2, 9]   0.70899619 0.16007984  0.3355149765  0.736313907  0.94021177 1.00  6024
mean.phi[3, 9]   0.84326174 0.10748239  0.5689879252  0.868736935  0.97518662 1.00  5838
mean.phi[4, 9]   0.68168582 0.08858084  0.4938302145  0.687357029  0.83778019 1.00  6590
mean.phi[5, 9]   0.80423042 0.07540097  0.6374180173  0.812694857  0.92647593 1.00  7349
mean.phi[6, 9]   0.71755185 0.15035999  0.3740876402  0.742091620  0.94005834 1.00  6676
mean.phi[1, 10]  0.53421849 0.09637126  0.3424333342  0.535893673  0.71818827 1.00  7101
mean.phi[2, 10]  0.76808758 0.07533615  0.6072083007  0.774729770  0.89719595 1.00  7725
mean.phi[3, 10]  0.83183459 0.12056627  0.5206965407  0.862928766  0.97559813 1.00  5615
mean.phi[4, 10]  0.88049701 0.07027663  0.7081665786  0.894465567  0.97571844 1.00  5586
mean.phi[5, 10]  0.84923265 0.06496252  0.7010212991  0.857746297  0.95071183 1.00  7305
mean.phi[6, 10]  0.79313189 0.11327431  0.5230984502  0.812289571  0.95679676 1.00  6815
mean.phi[1, 11]  0.74297835 0.10485711  0.5178849955  0.753409892  0.91542961 1.00  4987
mean.phi[2, 11]  0.70166886 0.10157446  0.4825742910  0.710261536  0.87246029 1.00  6961
mean.phi[3, 11]  0.78487191 0.07573241  0.6183546895  0.792573472  0.90953341 1.00  7455
mean.phi[4, 11]  0.82127789 0.09367499  0.6000551139  0.837020129  0.95720543 1.00  6653
mean.phi[5, 11]  0.74918837 0.08738772  0.5549954235  0.758509946  0.89510157 1.00  8272
mean.phi[6, 11]  0.62646391 0.12891520  0.3531239743  0.635790512  0.84854669 1.00  7691
mean.phi[1, 12]  0.72976177 0.07170688  0.5788235964  0.733366460  0.85790903 1.00  6750
mean.phi[2, 12]  0.62796223 0.12087936  0.3724662904  0.635944938  0.83964719 1.00  6857
mean.phi[3, 12]  0.89845881 0.06124395  0.7492983938  0.910607355  0.98054860 1.00  5022
mean.phi[4, 12]  0.85372852 0.06642955  0.6991906846  0.863504377  0.95481182 1.00  7052
mean.phi[5, 12]  0.70542531 0.11195802  0.4659812130  0.716298002  0.89034821 1.00  7334
mean.phi[6, 12]  0.65067374 0.11213556  0.4151638262  0.658592165  0.84691368 1.00  7770
mean.phi[1, 13]  0.72337350 0.10224270  0.5025008771  0.732673128  0.89533711 1.00  5782
mean.phi[2, 13]  0.74985855 0.07625809  0.5842629479  0.756489311  0.88113351 1.00  7443
mean.phi[3, 13]  0.65552045 0.13844239  0.3497902496  0.669844677  0.88106028 1.00  5924
mean.phi[4, 13]  0.80783685 0.06822907  0.6559023138  0.815399410  0.91752384 1.00  6731
mean.phi[5, 13]  0.74609592 0.11834275  0.4740050346  0.762693406  0.92652668 1.00  6937
mean.phi[6, 13]  0.74574564 0.10626258  0.5105012127  0.757461941  0.91898396 1.00  5696
mean.phi[1, 14]  0.72621809 0.09925321  0.5109301585  0.733639441  0.89546245 1.00  6012
mean.phi[2, 14]  0.76749785 0.09677602  0.5482943119  0.779227218  0.92223030 1.00  6899
mean.phi[3, 14]  0.76168266 0.08376369  0.5753843108  0.770355896  0.90025317 1.00  7088
mean.phi[4, 14]  0.82011443 0.06694729  0.6674415328  0.828160273  0.92812180 1.00  6837
mean.phi[5, 14]  0.76118997 0.11534471  0.4964029479  0.779417022  0.93686646 1.00  6863
mean.phi[6, 14]  0.56557524 0.12817696  0.3068822888  0.568844435  0.80151289 1.00  7418
mean.phi[1, 15]  0.75605489 0.06872670  0.6103684565  0.759730539  0.87748363 1.00  7047
mean.phi[2, 15]  0.80660081 0.09155441  0.5910489636  0.819777475  0.94592363 1.00  6644
mean.phi[3, 15]  0.85761126 0.07720934  0.6730266890  0.871640937  0.96702858 1.00  6250
mean.phi[4, 15]  0.80781841 0.06280600  0.6690018534  0.814137862  0.91157517 1.00  7336
mean.phi[5, 15]  0.76474683 0.13703088  0.4343078127  0.790649856  0.95404514 1.00  6703
mean.phi[6, 15]  0.57154718 0.13337086  0.2982851535  0.577313778  0.81105666 1.00  6754
mean.phi[1, 16]  0.76968271 0.08641575  0.5825210001  0.777884180  0.91462823 1.00  5550
mean.phi[2, 16]  0.63403438 0.08437725  0.4614344554  0.637887277  0.78826836 1.00  7281
mean.phi[3, 16]  0.84934949 0.08195406  0.6506722129  0.865022779  0.96303024 1.00  6786
mean.phi[4, 16]  0.86294802 0.05563880  0.7362460580  0.869650686  0.95166119 1.00  7233
mean.phi[5, 16]  0.63294636 0.12108752  0.3805414158  0.641017686  0.84158119 1.00  6600
mean.phi[6, 16]  0.66671311 0.14408996  0.3479920433  0.680152217  0.90111569 1.00  6919
mean.phi[1, 17]  0.74140617 0.10837836  0.5109787981  0.748994587  0.92702080 1.00  3432
mean.phi[2, 17]  0.69755065 0.13007383  0.4290710257  0.703285295  0.92456793 1.00  2625
mean.phi[3, 17]  0.79255426 0.11586351  0.5327976087  0.808413361  0.96633568 1.00  2040
mean.phi[4, 17]  0.83738520 0.08953133  0.6321624924  0.850873917  0.97145575 1.00  1753
mean.phi[5, 17]  0.70482487 0.13804267  0.4077860653  0.717607959  0.93421040 1.00  3090
mean.phi[6, 17]  0.57555217 0.20749790  0.1663888444  0.586300743  0.93205378 1.00  4291
mu.R[1]          0.07386164 0.02660494  0.0330222925  0.070467300  0.13630529 1.00  2205
mu.R[2]          0.16544680 0.05366272  0.0758000971  0.160734855  0.28616748 1.00  3532
mu.R[3]          0.17988581 0.07148300  0.0662866046  0.171663073  0.34525471 1.00  3931
mu.R[4]          0.12891125 0.04775550  0.0524506718  0.123120600  0.23627829 1.00  2915
mu.R[5]          0.23151685 0.07672382  0.1016850032  0.225763518  0.39807019 1.00  4095
mu.R[6]          0.08611306 0.04632304  0.0209441468  0.077961921  0.20094335 1.00  4012
mu.p             0.92309198 0.04397948  0.7939300016  0.937018150  0.97068833 1.06   147
mu.phi[1]        0.54462876 0.05062891  0.4425855462  0.546450454  0.64018287 1.00  1304
mu.phi[2]        0.75063254 0.04509129  0.6569336184  0.752781362  0.83275265 1.00  1911
mu.phi[3]        0.82527538 0.04104205  0.7361415606  0.828466696  0.89785702 1.00  2274
mu.phi[4]        0.84654839 0.03239036  0.7789622619  0.848264896  0.90407255 1.00  1272
mu.phi[5]        0.72952616 0.05187222  0.6216714159  0.731640501  0.82438925 1.00  2799
mu.phi[6]        0.58607845 0.06002197  0.4663584105  0.586824638  0.70397288 1.00  4088
sigma.R          0.75331070 0.46754672  0.0204200786  0.758784632  1.75814971 1.27   226
sigma.p          1.86989756 0.79307435  0.8187369446  1.676617827  3.87613555 1.01   388
sigma.phi        0.81831962 0.14126764  0.5629500651  0.810551859  1.11496498 1.00   541
veg[1]          -0.80295778 0.82635195 -2.4060626673 -0.803254990  0.82047628 1.00  3870
veg[2]           1.78600000 0.00000000  1.7860000000  1.786000000  1.78600000  NaN     0
veg[3]           2.19000000 0.00000000  2.1900000000  2.190000000  2.19000000  NaN     0
veg[4]           1.65100000 0.00000000  1.6510000000  1.651000000  1.65100000  NaN     0
veg[5]          -0.54900000 0.00000000 -0.5490000000 -0.549000000 -0.54900000  NaN     0
veg[6]          -0.44700000 0.00000000 -0.4470000000 -0.447000000 -0.44700000  NaN     0
veg[7]          -0.95300000 0.00000000 -0.9530000000 -0.953000000 -0.95300000  NaN     0
veg[8]          -0.51800000 0.00000000 -0.5180000000 -0.518000000 -0.51800000  NaN     0
veg[9]          -0.53700000 0.00000000 -0.5370000000 -0.537000000 -0.53700000  NaN     0
veg[10]         -0.66400000 0.00000000 -0.6640000000 -0.664000000 -0.66400000  NaN     0
veg[11]         -0.50900000 0.00000000 -0.5090000000 -0.509000000 -0.50900000  NaN     0
veg[12]         -0.37700000 0.00000000 -0.3770000000 -0.377000000 -0.37700000  NaN     0
veg[13]          0.07500000 0.00000000  0.0750000000  0.075000000  0.07500000  NaN     0
veg[14]         -0.24300000 0.00000000 -0.2430000000 -0.243000000 -0.24300000  NaN     0
veg[15]         -0.51000000 0.00000000 -0.5100000000 -0.510000000 -0.51000000  NaN     0
veg[16]         -0.39400000 0.00000000 -0.3940000000 -0.394000000 -0.39400000  NaN     0
veg[17]          0.07690119 0.81140199 -1.5670960610  0.096664277  1.65914344 1.00  2267
