ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1246,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,1
1247,999,999,999,999,999,999,999,999,999,999,999,999,1,1,4,5,5
1255,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,5,5
1258,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,5
1260,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1263,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1265,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1266,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,5,5
1269,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1271,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1272,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1273,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1274,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1276,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1282,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1283,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1291,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1292,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1
1294,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1295,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1296,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,5,5
1298,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1299,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1300,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1302,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1304,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1309,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1311,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1312,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,5,5
1315,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,5
1318,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,5,5
1319,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1323,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1326,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1329,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1335,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1336,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,5
1337,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1338,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1340,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1343,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,5
1347,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1348,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1349,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1350,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1351,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1354,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1356,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1358,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1362,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,5
1363,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,5
1364,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1365,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1367,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1368,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1370,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1371,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1373,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1376,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1379,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1380,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1381,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,5
1382,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1
1387,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1388,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1393,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1394,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1396,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1398,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1402,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1408,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1409,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1411,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1413,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1414,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1416,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1417,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1418,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1419,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1422,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1423,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1424,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1432,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1433,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1434,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1436,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1437,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1439,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
1440,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4,5
1442,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1
